"hgnc_symbol"	"hgnc_id"	"description"
"POLH"	"HGNC:9181"	"DNA polymerase eta [Source:HGNC Symbol;Acc:HGNC:9181]"
"POLI"	"HGNC:9182"	"DNA polymerase iota [Source:HGNC Symbol;Acc:HGNC:9182]"
"POLK"	"HGNC:9183"	"DNA polymerase kappa [Source:HGNC Symbol;Acc:HGNC:9183]"
"POLL"	"HGNC:9184"	"DNA polymerase lambda [Source:HGNC Symbol;Acc:HGNC:9184]"
"POLN"	"HGNC:18870"	"DNA polymerase nu [Source:HGNC Symbol;Acc:HGNC:18870]"
"POLR1C"	"HGNC:20194"	"RNA polymerase I and III subunit C [Source:HGNC Symbol;Acc:HGNC:20194]"
"POLR1F"	"HGNC:18027"	"RNA polymerase I subunit F [Source:HGNC Symbol;Acc:HGNC:18027]"
"POLR2D"	"HGNC:9191"	"RNA polymerase II subunit D [Source:HGNC Symbol;Acc:HGNC:9191]"
"POLR2F"	"HGNC:9193"	"RNA polymerase II, I and III subunit F [Source:HGNC Symbol;Acc:HGNC:9193]"
"POLR2G"	"HGNC:9194"	"RNA polymerase II subunit G [Source:HGNC Symbol;Acc:HGNC:9194]"
"POLR2H"	"HGNC:9195"	"RNA polymerase II, I and III subunit H [Source:HGNC Symbol;Acc:HGNC:9195]"
"POLR2I"	"HGNC:9196"	"RNA polymerase II subunit I [Source:HGNC Symbol;Acc:HGNC:9196]"
"POLR3C"	"HGNC:30076"	"RNA polymerase III subunit C [Source:HGNC Symbol;Acc:HGNC:30076]"
"POLR3H"	"HGNC:30349"	"RNA polymerase III subunit H [Source:HGNC Symbol;Acc:HGNC:30349]"
"POLR3K"	"HGNC:14121"	"RNA polymerase III subunit K [Source:HGNC Symbol;Acc:HGNC:14121]"
"POM121"	"HGNC:19702"	"POM121 transmembrane nucleoporin [Source:HGNC Symbol;Acc:HGNC:19702]"
"POMP"	"HGNC:20330"	"proteasome maturation protein [Source:HGNC Symbol;Acc:HGNC:20330]"
"POP1"	"HGNC:30129"	"POP1 homolog, ribonuclease P/MRP subunit [Source:HGNC Symbol;Acc:HGNC:30129]"
"POP7"	"HGNC:19949"	"POP7 homolog, ribonuclease P/MRP subunit [Source:HGNC Symbol;Acc:HGNC:19949]"
"POR"	"HGNC:9208"	"cytochrome p450 oxidoreductase [Source:HGNC Symbol;Acc:HGNC:9208]"
"POU2AF1"	"HGNC:9211"	"POU class 2 homeobox associating factor 1 [Source:HGNC Symbol;Acc:HGNC:9211]"
"POU6F1"	"HGNC:9224"	"POU class 6 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9224]"
"POU6F2"	"HGNC:21694"	"POU class 6 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:21694]"
"PPCS"	"HGNC:25686"	"phosphopantothenoylcysteine synthetase [Source:HGNC Symbol;Acc:HGNC:25686]"
"PPEF2"	"HGNC:9244"	"protein phosphatase with EF-hand domain 2 [Source:HGNC Symbol;Acc:HGNC:9244]"
"PPFIBP1"	"HGNC:9249"	"PPFIA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9249]"
"PPIC"	"HGNC:9256"	"peptidylprolyl isomerase C [Source:HGNC Symbol;Acc:HGNC:9256]"
"PPID"	"HGNC:9257"	"peptidylprolyl isomerase D [Source:HGNC Symbol;Acc:HGNC:9257]"
"PPIE"	"HGNC:9258"	"peptidylprolyl isomerase E [Source:HGNC Symbol;Acc:HGNC:9258]"
"PPIF"	"HGNC:9259"	"peptidylprolyl isomerase F [Source:HGNC Symbol;Acc:HGNC:9259]"
"PPIH"	"HGNC:14651"	"peptidylprolyl isomerase H [Source:HGNC Symbol;Acc:HGNC:14651]"
"PPIL3"	"HGNC:9262"	"peptidylprolyl isomerase like 3 [Source:HGNC Symbol;Acc:HGNC:9262]"
"PPIL4"	"HGNC:15702"	"peptidylprolyl isomerase like 4 [Source:HGNC Symbol;Acc:HGNC:15702]"
"PPIP5K1"	"HGNC:29023"	"diphosphoinositol pentakisphosphate kinase 1 [Source:HGNC Symbol;Acc:HGNC:29023]"
"PPL"	"HGNC:9273"	"periplakin [Source:HGNC Symbol;Acc:HGNC:9273]"
"PPM1D"	"HGNC:9277"	"protein phosphatase, Mg2+/Mn2+ dependent 1D [Source:HGNC Symbol;Acc:HGNC:9277]"
"PPM1H"	"HGNC:18583"	"protein phosphatase, Mg2+/Mn2+ dependent 1H [Source:HGNC Symbol;Acc:HGNC:18583]"
"PPM1L"	"HGNC:16381"	"protein phosphatase, Mg2+/Mn2+ dependent 1L [Source:HGNC Symbol;Acc:HGNC:16381]"
"PPME1"	"HGNC:30178"	"protein phosphatase methylesterase 1 [Source:HGNC Symbol;Acc:HGNC:30178]"
"PPP1R11"	"HGNC:9285"	"protein phosphatase 1 regulatory inhibitor subunit 11 [Source:HGNC Symbol;Acc:HGNC:9285]"
"PPP1R12B"	"HGNC:7619"	"protein phosphatase 1 regulatory subunit 12B [Source:HGNC Symbol;Acc:HGNC:7619]"
"PPP1R12C"	"HGNC:14947"	"protein phosphatase 1 regulatory subunit 12C [Source:HGNC Symbol;Acc:HGNC:14947]"
"PPP1R14C"	"HGNC:14952"	"protein phosphatase 1 regulatory inhibitor subunit 14C [Source:HGNC Symbol;Acc:HGNC:14952]"
"PPP1R15A"	"HGNC:14375"	"protein phosphatase 1 regulatory subunit 15A [Source:HGNC Symbol;Acc:HGNC:14375]"
"PPP1R16B"	"HGNC:15850"	"protein phosphatase 1 regulatory subunit 16B [Source:HGNC Symbol;Acc:HGNC:15850]"
"PPP1R1A"	"HGNC:9286"	"protein phosphatase 1 regulatory inhibitor subunit 1A [Source:HGNC Symbol;Acc:HGNC:9286]"
"PPP1R1B"	"HGNC:9287"	"protein phosphatase 1 regulatory inhibitor subunit 1B [Source:HGNC Symbol;Acc:HGNC:9287]"
"PPP1R26"	"HGNC:29089"	"protein phosphatase 1 regulatory subunit 26 [Source:HGNC Symbol;Acc:HGNC:29089]"
"PPP1R37"	"HGNC:27607"	"protein phosphatase 1 regulatory subunit 37 [Source:HGNC Symbol;Acc:HGNC:27607]"
"PPP1R3D"	"HGNC:9294"	"protein phosphatase 1 regulatory subunit 3D [Source:HGNC Symbol;Acc:HGNC:9294]"
"PPP1R3G"	"HGNC:14945"	"protein phosphatase 1 regulatory subunit 3G [Source:HGNC Symbol;Acc:HGNC:14945]"
"PPP1R9A"	"HGNC:14946"	"protein phosphatase 1 regulatory subunit 9A [Source:HGNC Symbol;Acc:HGNC:14946]"
"PPP2R1B"	"HGNC:9303"	"protein phosphatase 2 scaffold subunit Abeta [Source:HGNC Symbol;Acc:HGNC:9303]"
"PPP2R2B"	"HGNC:9305"	"protein phosphatase 2 regulatory subunit Bbeta [Source:HGNC Symbol;Acc:HGNC:9305]"
"PPP3R1"	"HGNC:9317"	"protein phosphatase 3 regulatory subunit B, alpha [Source:HGNC Symbol;Acc:HGNC:9317]"
"PPP4R4"	"HGNC:23788"	"protein phosphatase 4 regulatory subunit 4 [Source:HGNC Symbol;Acc:HGNC:23788]"
"PPT2"	"HGNC:9326"	"palmitoyl-protein thioesterase 2 [Source:HGNC Symbol;Acc:HGNC:9326]"
"PRAC1"	"HGNC:30591"	"PRAC1 small nuclear protein [Source:HGNC Symbol;Acc:HGNC:30591]"
"PRAG1"	"HGNC:25438"	"PEAK1 related, kinase-activating pseudokinase 1 [Source:HGNC Symbol;Acc:HGNC:25438]"
"PRAP1"	"HGNC:23304"	"proline rich acidic protein 1 [Source:HGNC Symbol;Acc:HGNC:23304]"
"PRC1"	"HGNC:9341"	"protein regulator of cytokinesis 1 [Source:HGNC Symbol;Acc:HGNC:9341]"
"PRCP"	"HGNC:9344"	"prolylcarboxypeptidase [Source:HGNC Symbol;Acc:HGNC:9344]"
"PRDM14"	"HGNC:14001"	"PR/SET domain 14 [Source:HGNC Symbol;Acc:HGNC:14001]"
"PRDM4"	"HGNC:9348"	"PR/SET domain 4 [Source:HGNC Symbol;Acc:HGNC:9348]"
"PRDM8"	"HGNC:13993"	"PR/SET domain 8 [Source:HGNC Symbol;Acc:HGNC:13993]"
"PRDX3"	"HGNC:9354"	"peroxiredoxin 3 [Source:HGNC Symbol;Acc:HGNC:9354]"
"PRDX5"	"HGNC:9355"	"peroxiredoxin 5 [Source:HGNC Symbol;Acc:HGNC:9355]"
"PRDX6"	"HGNC:16753"	"peroxiredoxin 6 [Source:HGNC Symbol;Acc:HGNC:16753]"
"PREB"	"HGNC:9356"	"prolactin regulatory element binding [Source:HGNC Symbol;Acc:HGNC:9356]"
"PRELID1"	"HGNC:30255"	"PRELI domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30255]"
"PRELID3B"	"HGNC:15892"	"PRELI domain containing 3B [Source:HGNC Symbol;Acc:HGNC:15892]"
"PRELP"	"HGNC:9357"	"proline and arginine rich end leucine rich repeat protein [Source:HGNC Symbol;Acc:HGNC:9357]"
"PREP"	"HGNC:9358"	"prolyl endopeptidase [Source:HGNC Symbol;Acc:HGNC:9358]"
"PRIM1"	"HGNC:9369"	"DNA primase subunit 1 [Source:HGNC Symbol;Acc:HGNC:9369]"
"PRIMPOL"	"HGNC:26575"	"primase and DNA directed polymerase [Source:HGNC Symbol;Acc:HGNC:26575]"
"PRKAA2"	"HGNC:9377"	"protein kinase AMP-activated catalytic subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:9377]"
"PRKAB2"	"HGNC:9379"	"protein kinase AMP-activated non-catalytic subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:9379]"
"PRKACB"	"HGNC:9381"	"protein kinase cAMP-activated catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9381]"
"PRKAR1B"	"HGNC:9390"	"protein kinase cAMP-dependent type I regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:9390]"
"PRKAR2A"	"HGNC:9391"	"protein kinase cAMP-dependent type II regulatory subunit alpha [Source:HGNC Symbol;Acc:HGNC:9391]"
"PRKCSH"	"HGNC:9411"	"protein kinase C substrate 80K-H [Source:HGNC Symbol;Acc:HGNC:9411]"
"PRKD3"	"HGNC:9408"	"protein kinase D3 [Source:HGNC Symbol;Acc:HGNC:9408]"
"PRKG2"	"HGNC:9416"	"protein kinase cGMP-dependent 2 [Source:HGNC Symbol;Acc:HGNC:9416]"
"PRKRA"	"HGNC:9438"	"protein activator of interferon induced protein kinase EIF2AK2 [Source:HGNC Symbol;Acc:HGNC:9438]"
"PRL"	"HGNC:9445"	"prolactin [Source:HGNC Symbol;Acc:HGNC:9445]"
"PRLHR"	"HGNC:4464"	"prolactin releasing hormone receptor [Source:HGNC Symbol;Acc:HGNC:4464]"
"PRMT7"	"HGNC:25557"	"protein arginine methyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:25557]"
"PRMT9"	"HGNC:25099"	"protein arginine methyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:25099]"
"PRNP"	"HGNC:9449"	"prion protein [Source:HGNC Symbol;Acc:HGNC:9449]"
"PROC"	"HGNC:9451"	"protein C, inactivator of coagulation factors Va and VIIIa [Source:HGNC Symbol;Acc:HGNC:9451]"
"PROM1"	"HGNC:9454"	"prominin 1 [Source:HGNC Symbol;Acc:HGNC:9454]"
"PROSER2"	"HGNC:23728"	"proline and serine rich 2 [Source:HGNC Symbol;Acc:HGNC:23728]"
"PRPF18"	"HGNC:17351"	"pre-mRNA processing factor 18 [Source:HGNC Symbol;Acc:HGNC:17351]"
"PRPF38B"	"HGNC:25512"	"pre-mRNA processing factor 38B [Source:HGNC Symbol;Acc:HGNC:25512]"
"PRR14"	"HGNC:28458"	"proline rich 14 [Source:HGNC Symbol;Acc:HGNC:28458]"
"PRR22"	"HGNC:28354"	"proline rich 22 [Source:HGNC Symbol;Acc:HGNC:28354]"
"PRR3"	"HGNC:21149"	"proline rich 3 [Source:HGNC Symbol;Acc:HGNC:21149]"
"PRR35"	"HGNC:14139"	"proline rich 35 [Source:HGNC Symbol;Acc:HGNC:14139]"
"PRR5"	"HGNC:31682"	"proline rich 5 [Source:HGNC Symbol;Acc:HGNC:31682]"
"PRR7"	"HGNC:28130"	"proline rich 7, synaptic [Source:HGNC Symbol;Acc:HGNC:28130]"
"PRRG4"	"HGNC:30799"	"proline rich and Gla domain 4 [Source:HGNC Symbol;Acc:HGNC:30799]"
"PRRT1"	"HGNC:13943"	"proline rich transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:13943]"
"PRRT4"	"HGNC:37280"	"proline rich transmembrane protein 4 [Source:HGNC Symbol;Acc:HGNC:37280]"
"PRRX2"	"HGNC:21338"	"paired related homeobox 2 [Source:HGNC Symbol;Acc:HGNC:21338]"
"PRSS12"	"HGNC:9477"	"serine protease 12 [Source:HGNC Symbol;Acc:HGNC:9477]"
"PRSS16"	"HGNC:9480"	"serine protease 16 [Source:HGNC Symbol;Acc:HGNC:9480]"
"PRSS22"	"HGNC:14368"	"serine protease 22 [Source:HGNC Symbol;Acc:HGNC:14368]"
"PRSS23"	"HGNC:14370"	"serine protease 23 [Source:HGNC Symbol;Acc:HGNC:14370]"
"PRSS36"	"HGNC:26906"	"serine protease 36 [Source:HGNC Symbol;Acc:HGNC:26906]"
"PRSS53"	"HGNC:34407"	"serine protease 53 [Source:HGNC Symbol;Acc:HGNC:34407]"
"PRTG"	"HGNC:26373"	"protogenin [Source:HGNC Symbol;Acc:HGNC:26373]"
"PRTN3"	"HGNC:9495"	"proteinase 3 [Source:HGNC Symbol;Acc:HGNC:9495]"
"PRUNE1"	"HGNC:13420"	"prune exopolyphosphatase 1 [Source:HGNC Symbol;Acc:HGNC:13420]"
"PRX"	"HGNC:13797"	"periaxin [Source:HGNC Symbol;Acc:HGNC:13797]"
"PRXL2A"	"HGNC:28651"	"peroxiredoxin like 2A [Source:HGNC Symbol;Acc:HGNC:28651]"
"PSAP"	"HGNC:9498"	"prosaposin [Source:HGNC Symbol;Acc:HGNC:9498]"
"PSD3"	"HGNC:19093"	"pleckstrin and Sec7 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:19093]"
"PSD4"	"HGNC:19096"	"pleckstrin and Sec7 domain containing 4 [Source:HGNC Symbol;Acc:HGNC:19096]"
"PSEN2"	"HGNC:9509"	"presenilin 2 [Source:HGNC Symbol;Acc:HGNC:9509]"
"PSMB9"	"HGNC:9546"	"proteasome 20S subunit beta 9 [Source:HGNC Symbol;Acc:HGNC:9546]"
"PSMD5"	"HGNC:9563"	"proteasome 26S subunit, non-ATPase 5 [Source:HGNC Symbol;Acc:HGNC:9563]"
"PSMD7"	"HGNC:9565"	"proteasome 26S subunit, non-ATPase 7 [Source:HGNC Symbol;Acc:HGNC:9565]"
"PSMD8"	"HGNC:9566"	"proteasome 26S subunit, non-ATPase 8 [Source:HGNC Symbol;Acc:HGNC:9566]"
"PSME2"	"HGNC:9569"	"proteasome activator subunit 2 [Source:HGNC Symbol;Acc:HGNC:9569]"
"PSME3IP1"	"HGNC:29856"	"proteasome activator subunit 3 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:29856]"
"PSMG1"	"HGNC:3043"	"proteasome assembly chaperone 1 [Source:HGNC Symbol;Acc:HGNC:3043]"
"PSMG4"	"HGNC:21108"	"proteasome assembly chaperone 4 [Source:HGNC Symbol;Acc:HGNC:21108]"
"PSORS1C2"	"HGNC:17199"	"psoriasis susceptibility 1 candidate 2 [Source:HGNC Symbol;Acc:HGNC:17199]"
"PSPC1"	"HGNC:20320"	"paraspeckle component 1 [Source:HGNC Symbol;Acc:HGNC:20320]"
"PTAFR"	"HGNC:9582"	"platelet activating factor receptor [Source:HGNC Symbol;Acc:HGNC:9582]"
"PTAR1"	"HGNC:30449"	"protein prenyltransferase alpha subunit repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:30449]"
"PTGES"	"HGNC:9599"	"prostaglandin E synthase [Source:HGNC Symbol;Acc:HGNC:9599]"
"PTGES2"	"HGNC:17822"	"prostaglandin E synthase 2 [Source:HGNC Symbol;Acc:HGNC:17822]"
"PTGFRN"	"HGNC:9601"	"prostaglandin F2 receptor inhibitor [Source:HGNC Symbol;Acc:HGNC:9601]"
"PTGS1"	"HGNC:9604"	"prostaglandin-endoperoxide synthase 1 [Source:HGNC Symbol;Acc:HGNC:9604]"
"PTGS2"	"HGNC:9605"	"prostaglandin-endoperoxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:9605]"
"PTH2"	"HGNC:30828"	"parathyroid hormone 2 [Source:HGNC Symbol;Acc:HGNC:30828]"
"PTK6"	"HGNC:9617"	"protein tyrosine kinase 6 [Source:HGNC Symbol;Acc:HGNC:9617]"
"PTMA"	"HGNC:9623"	"prothymosin alpha [Source:HGNC Symbol;Acc:HGNC:9623]"
"PTMS"	"HGNC:9629"	"parathymosin [Source:HGNC Symbol;Acc:HGNC:9629]"
"PTP4A1"	"HGNC:9634"	"protein tyrosine phosphatase 4A1 [Source:HGNC Symbol;Acc:HGNC:9634]"
"PTP4A2"	"HGNC:9635"	"protein tyrosine phosphatase 4A2 [Source:HGNC Symbol;Acc:HGNC:9635]"
"PTP4A3"	"HGNC:9636"	"protein tyrosine phosphatase 4A3 [Source:HGNC Symbol;Acc:HGNC:9636]"
"PTPN13"	"HGNC:9646"	"protein tyrosine phosphatase non-receptor type 13 [Source:HGNC Symbol;Acc:HGNC:9646]"
"PTPN23"	"HGNC:14406"	"protein tyrosine phosphatase non-receptor type 23 [Source:HGNC Symbol;Acc:HGNC:14406]"
"PTPN5"	"HGNC:9657"	"protein tyrosine phosphatase non-receptor type 5 [Source:HGNC Symbol;Acc:HGNC:9657]"
"PTPRC"	"HGNC:9666"	"protein tyrosine phosphatase receptor type C [Source:HGNC Symbol;Acc:HGNC:9666]"
"PTPRH"	"HGNC:9672"	"protein tyrosine phosphatase receptor type H [Source:HGNC Symbol;Acc:HGNC:9672]"
"PTPRN"	"HGNC:9676"	"protein tyrosine phosphatase receptor type N [Source:HGNC Symbol;Acc:HGNC:9676]"
"PTPRO"	"HGNC:9678"	"protein tyrosine phosphatase receptor type O [Source:HGNC Symbol;Acc:HGNC:9678]"
"PTPRR"	"HGNC:9680"	"protein tyrosine phosphatase receptor type R [Source:HGNC Symbol;Acc:HGNC:9680]"
"PTTG1IP"	"HGNC:13524"	"PTTG1 interacting protein [Source:HGNC Symbol;Acc:HGNC:13524]"
"PTX3"	"HGNC:9692"	"pentraxin 3 [Source:HGNC Symbol;Acc:HGNC:9692]"
"PURB"	"HGNC:9702"	"purine rich element binding protein B [Source:HGNC Symbol;Acc:HGNC:9702]"
"PURG"	"HGNC:17930"	"purine rich element binding protein G [Source:HGNC Symbol;Acc:HGNC:17930]"
"PVALB"	"HGNC:9704"	"parvalbumin [Source:HGNC Symbol;Acc:HGNC:9704]"
"PWP2"	"HGNC:9711"	"PWP2 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:9711]"
"PXN"	"HGNC:9718"	"paxillin [Source:HGNC Symbol;Acc:HGNC:9718]"
"PYCR1"	"HGNC:9721"	"pyrroline-5-carboxylate reductase 1 [Source:HGNC Symbol;Acc:HGNC:9721]"
"PYCR2"	"HGNC:30262"	"pyrroline-5-carboxylate reductase 2 [Source:HGNC Symbol;Acc:HGNC:30262]"
"PYDC1"	"HGNC:30261"	"pyrin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30261]"
"PYGL"	"HGNC:9725"	"glycogen phosphorylase L [Source:HGNC Symbol;Acc:HGNC:9725]"
"PYGO1"	"HGNC:30256"	"pygopus family PHD finger 1 [Source:HGNC Symbol;Acc:HGNC:30256]"
"QDPR"	"HGNC:9752"	"quinoid dihydropteridine reductase [Source:HGNC Symbol;Acc:HGNC:9752]"
"QSOX2"	"HGNC:30249"	"quiescin sulfhydryl oxidase 2 [Source:HGNC Symbol;Acc:HGNC:30249]"
"QTRT2"	"HGNC:25771"	"queuine tRNA-ribosyltransferase accessory subunit 2 [Source:HGNC Symbol;Acc:HGNC:25771]"
"R3HDM1"	"HGNC:9757"	"R3H domain containing 1 [Source:HGNC Symbol;Acc:HGNC:9757]"
"RAB11B"	"HGNC:9761"	"RAB11B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9761]"
"RAB11FIP4"	"HGNC:30267"	"RAB11 family interacting protein 4 [Source:HGNC Symbol;Acc:HGNC:30267]"
"RAB12"	"HGNC:31332"	"RAB12, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:31332]"
"RAB17"	"HGNC:16523"	"RAB17, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16523]"
"RAB18"	"HGNC:14244"	"RAB18, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14244]"
"RAB24"	"HGNC:9765"	"RAB24, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9765]"
"RAB28"	"HGNC:9768"	"RAB28, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9768]"
"RAB2B"	"HGNC:20246"	"RAB2B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:20246]"
"RAB31"	"HGNC:9771"	"RAB31, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9771]"
"RAB34"	"HGNC:16519"	"RAB34, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16519]"
"RAB3A"	"HGNC:9777"	"RAB3A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9777]"
"RAB3B"	"HGNC:9778"	"RAB3B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9778]"
"RAB3C"	"HGNC:30269"	"RAB3C, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:30269]"
"RAB3D"	"HGNC:9779"	"RAB3D, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9779]"
"RAB3GAP1"	"HGNC:17063"	"RAB3 GTPase activating protein catalytic subunit 1 [Source:HGNC Symbol;Acc:HGNC:17063]"
"RAB4A"	"HGNC:9781"	"RAB4A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9781]"
"RAB6A"	"HGNC:9786"	"RAB6A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9786]"
"RABAC1"	"HGNC:9794"	"Rab acceptor 1 [Source:HGNC Symbol;Acc:HGNC:9794]"
"RABGGTA"	"HGNC:9795"	"Rab geranylgeranyltransferase subunit alpha [Source:HGNC Symbol;Acc:HGNC:9795]"
"RABL2B"	"HGNC:9800"	"RAB, member of RAS oncogene family like 2B [Source:HGNC Symbol;Acc:HGNC:9800]"
"RABL6"	"HGNC:24703"	"RAB, member RAS oncogene family like 6 [Source:HGNC Symbol;Acc:HGNC:24703]"
"RAC2"	"HGNC:9802"	"Rac family small GTPase 2 [Source:HGNC Symbol;Acc:HGNC:9802]"
"RAC3"	"HGNC:9803"	"Rac family small GTPase 3 [Source:HGNC Symbol;Acc:HGNC:9803]"
"RACGAP1"	"HGNC:9804"	"Rac GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:9804]"
"RAD21L1"	"HGNC:16271"	"RAD21 cohesin complex component like 1 [Source:HGNC Symbol;Acc:HGNC:16271]"
"RAD50"	"HGNC:9816"	"RAD50 double strand break repair protein [Source:HGNC Symbol;Acc:HGNC:9816]"
"RAD51B"	"HGNC:9822"	"RAD51 paralog B [Source:HGNC Symbol;Acc:HGNC:9822]"
"RAD9A"	"HGNC:9827"	"RAD9 checkpoint clamp component A [Source:HGNC Symbol;Acc:HGNC:9827]"
"RAET1G"	"HGNC:16795"	"retinoic acid early transcript 1G [Source:HGNC Symbol;Acc:HGNC:16795]"
"RAET1L"	"HGNC:16798"	"retinoic acid early transcript 1L [Source:HGNC Symbol;Acc:HGNC:16798]"
"RALB"	"HGNC:9840"	"RAS like proto-oncogene B [Source:HGNC Symbol;Acc:HGNC:9840]"
"RALBP1"	"HGNC:9841"	"ralA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9841]"
"RALGAPA2"	"HGNC:16207"	"Ral GTPase activating protein catalytic subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:16207]"
"RALGPS2"	"HGNC:30279"	"Ral GEF with PH domain and SH3 binding motif 2 [Source:HGNC Symbol;Acc:HGNC:30279]"
"RALY"	"HGNC:15921"	"RALY heterogeneous nuclear ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:15921]"
"RAMP1"	"HGNC:9843"	"receptor activity modifying protein 1 [Source:HGNC Symbol;Acc:HGNC:9843]"
"RANBP6"	"HGNC:9851"	"RAN binding protein 6 [Source:HGNC Symbol;Acc:HGNC:9851]"
"RANGAP1"	"HGNC:9854"	"Ran GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:9854]"
"RAP1GAP2"	"HGNC:29176"	"RAP1 GTPase activating protein 2 [Source:HGNC Symbol;Acc:HGNC:29176]"
"RAP1GDS1"	"HGNC:9859"	"Rap1 GTPase-GDP dissociation stimulator 1 [Source:HGNC Symbol;Acc:HGNC:9859]"
"RAP2B"	"HGNC:9862"	"RAP2B, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9862]"
"RARA"	"HGNC:9864"	"retinoic acid receptor alpha [Source:HGNC Symbol;Acc:HGNC:9864]"
"RARRES2"	"HGNC:9868"	"retinoic acid receptor responder 2 [Source:HGNC Symbol;Acc:HGNC:9868]"
"RASA2"	"HGNC:9872"	"RAS p21 protein activator 2 [Source:HGNC Symbol;Acc:HGNC:9872]"
"RASAL3"	"HGNC:26129"	"RAS protein activator like 3 [Source:HGNC Symbol;Acc:HGNC:26129]"
"RASD1"	"HGNC:15828"	"ras related dexamethasone induced 1 [Source:HGNC Symbol;Acc:HGNC:15828]"
"RASGEF1A"	"HGNC:24246"	"RasGEF domain family member 1A [Source:HGNC Symbol;Acc:HGNC:24246]"
"RASGEF1C"	"HGNC:27400"	"RasGEF domain family member 1C [Source:HGNC Symbol;Acc:HGNC:27400]"
"RASGRF2"	"HGNC:9876"	"Ras protein specific guanine nucleotide releasing factor 2 [Source:HGNC Symbol;Acc:HGNC:9876]"
"RASGRP2"	"HGNC:9879"	"RAS guanyl releasing protein 2 [Source:HGNC Symbol;Acc:HGNC:9879]"
"RASL10A"	"HGNC:16954"	"RAS like family 10 member A [Source:HGNC Symbol;Acc:HGNC:16954]"
"RASL10B"	"HGNC:30295"	"RAS like family 10 member B [Source:HGNC Symbol;Acc:HGNC:30295]"
"RASL12"	"HGNC:30289"	"RAS like family 12 [Source:HGNC Symbol;Acc:HGNC:30289]"
"RASSF2"	"HGNC:9883"	"Ras association domain family member 2 [Source:HGNC Symbol;Acc:HGNC:9883]"
"RASSF5"	"HGNC:17609"	"Ras association domain family member 5 [Source:HGNC Symbol;Acc:HGNC:17609]"
"RAVER1"	"HGNC:30296"	"ribonucleoprotein, PTB binding 1 [Source:HGNC Symbol;Acc:HGNC:30296]"
"RAVER2"	"HGNC:25577"	"ribonucleoprotein, PTB binding 2 [Source:HGNC Symbol;Acc:HGNC:25577]"
"RBBP8NL"	"HGNC:16144"	"RBBP8 N-terminal like [Source:HGNC Symbol;Acc:HGNC:16144]"
"RBKS"	"HGNC:30325"	"ribokinase [Source:HGNC Symbol;Acc:HGNC:30325]"
"RBL1"	"HGNC:9893"	"RB transcriptional corepressor like 1 [Source:HGNC Symbol;Acc:HGNC:9893]"
"RBM12"	"HGNC:9898"	"RNA binding motif protein 12 [Source:HGNC Symbol;Acc:HGNC:9898]"
"RBM14-RBM4"	"HGNC:38840"	"RBM14-RBM4 readthrough [Source:HGNC Symbol;Acc:HGNC:38840]"
"RBM15B"	"HGNC:24303"	"RNA binding motif protein 15B [Source:HGNC Symbol;Acc:HGNC:24303]"
"RBM18"	"HGNC:28413"	"RNA binding motif protein 18 [Source:HGNC Symbol;Acc:HGNC:28413]"
